Nombre;Aeropuerto Origen;Ciudad Origen;Aeropuerto Destino;Ciudad Destino
SARPA S.A.S;OLAYA HERRERA;MEDELLIN;PERALES;IBAGUE
SARPA S.A.S;OLAYA HERRERA;MEDELLIN;YARIGUIES;BARRANCABERMEJA
SEARCA S.A.;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
SEARCA S.A.;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
AEREA S.A.;OLAYA HERRERA;MEDELLIN;EL CARANO;QUIBDO
AEROPACA SAS;OLAYA HERRERA;MEDELLIN;EL CARANO;QUIBDO
SEARCA S.A.;OLAYA HERRERA;MEDELLIN;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
AMERICA´S AIR SAS;OLAYA HERRERA;MEDELLIN;EL CARANO;QUIBDO
SEARCA S.A.;OLAYA HERRERA;MEDELLIN;EL TOMIN;EL BAGRE
SEARCA S.A.;OLAYA HERRERA;MEDELLIN;JOSE CELESTINO MUTIS;BAHIA SOLANO
SEARCA S.A.;OLAYA HERRERA;MEDELLIN;SANTA ANA;CARTAGO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;OLAYA HERRERA;MEDELLIN;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;OLAYA HERRERA;MEDELLIN;ANTONIO ROLDAN BETANCOURT;CAREPA
EASYFLY S.A;OLAYA HERRERA;MEDELLIN;EL CARANO;QUIBDO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;OLAYA HERRERA;MEDELLIN;JOSE CELESTINO MUTIS;BAHIA SOLANO
GOOD FLY CO SAS;OLAYA HERRERA;MEDELLIN;EL CARANO;QUIBDO
HELIGOLFO S.A.S;OLAYA HERRERA;MEDELLIN;EL CARANO;QUIBDO
SARPA S.A.S;OLAYA HERRERA;MEDELLIN;EL CARANO;QUIBDO
SEARCA S.A.;OLAYA HERRERA;MEDELLIN;EL CARANO;QUIBDO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;OLAYA HERRERA;MEDELLIN;EL CARANO;QUIBDO
AERO APOYO;PAZ DE ARIPORO;PAZ DE ARIPORO;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
SAVIARE LTDA;PAZ DE ARIPORO;PAZ DE ARIPORO;VANGUARDIA;VILLAVICENCIO
TAC;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
AEROPACA SAS;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AVIANCA EXPRESS;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
AVIANCA EXPRESS;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA EXPRESS;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA EXPRESS;PERALES;IBAGUE;BENITO SALAS VARGAS;NEIVA
AVIANCA EXPRESS;PERALES;IBAGUE;GUILLERMO LEON VALENCIA;POPAYAN
AVIANCA EXPRESS;PERALES;IBAGUE;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA
AVIANCA EXPRESS;PERALES;IBAGUE;VANGUARDIA;VILLAVICENCIO
AVIANCA EXPRESS;PERALES;IBAGUE;YARIGUIES;BARRANCABERMEJA
EASYFLY S.A;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
EASYFLY S.A;PERALES;IBAGUE;OLAYA HERRERA;MEDELLIN
HELISAS S.A.S;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
RIO SUR;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
RIO SUR;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
SARPA S.A.S;PERALES;IBAGUE;OLAYA HERRERA;MEDELLIN
SEARCA S.A.;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
TAC;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
TAC;PERALES;IBAGUE;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AEREA S.A.;SANTA ANA;CARTAGO;JOSE CELESTINO MUTIS;BAHIA SOLANO
AEROPACA SAS;SANTA ANA;CARTAGO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
AEROPACA SAS;SANTA ANA;CARTAGO;JOSE CELESTINO MUTIS;BAHIA SOLANO
AEROPACA SAS;SANTA ANA;CARTAGO;OLAYA HERRERA;MEDELLIN
HELIGOLFO S.A.S;SANTA ANA;CARTAGO;JOSE CELESTINO MUTIS;BAHIA SOLANO
HELIGOLFO S.A.S;SANTA ANA;CARTAGO;OLAYA HERRERA;MEDELLIN
PACIFICA DE AVIACION S.A.S;SANTA ANA;CARTAGO;OLAYA HERRERA;MEDELLIN
SEARCA S.A.;SANTA ANA;CARTAGO;JOSE CELESTINO MUTIS;BAHIA SOLANO
SEARCA S.A.;SANTA ANA;CARTAGO;OLAYA HERRERA;MEDELLIN
AEROPACA SAS;SANTA ANA;CARTAGO;EL CARANO;QUIBDO
AERO APOYO;SANTIAGO PEREZ QUIROZ;ARAUCA ;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
AERO APOYO;SANTIAGO PEREZ QUIROZ;ARAUCA ;GABRIEL VARGAS SANTOS;TAME
AEROSUCRE;SANTIAGO PEREZ QUIROZ;ARAUCA ;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
ALLAS S.A.S;SANTIAGO PEREZ QUIROZ;ARAUCA ;GERMAN OLANO;PUERTO CARREÑO
EASYFLY S.A;SANTIAGO PEREZ QUIROZ;ARAUCA ;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
EASYFLY S.A;SANTIAGO PEREZ QUIROZ;ARAUCA ;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;SANTIAGO PEREZ QUIROZ;ARAUCA ;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
EASYFLY S.A;SANTIAGO PEREZ QUIROZ;ARAUCA ;OLAYA HERRERA;MEDELLIN
GOOD FLY CO SAS;SANTIAGO PEREZ QUIROZ;ARAUCA ;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
LANS S.A.S;SANTIAGO PEREZ QUIROZ;ARAUCA ;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
LLANERA DE AVIACION;SANTIAGO PEREZ QUIROZ;ARAUCA ;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
SAER;SANTIAGO PEREZ QUIROZ;ARAUCA ;VANGUARDIA;VILLAVICENCIO
SEARCA S.A.;SANTIAGO PEREZ QUIROZ;ARAUCA ;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
SEARCA S.A.;SANTIAGO PEREZ QUIROZ;ARAUCA ;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;SANTIAGO PEREZ QUIROZ;ARAUCA ;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;SANTIAGO VILA;GIRARDOT;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;SANTIAGO VILA;GIRARDOT;BENITO SALAS VARGAS;NEIVA
EASYFLY S.A;TRES DE MAYO;PUERTO ASIS;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
EASYFLY S.A;TRES DE MAYO;PUERTO ASIS;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
HELICOL;TRES DE MAYO;PUERTO ASIS;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
LLANERA DE AVIACION;TRES DE MAYO;PUERTO ASIS;AEROPUERTO INTERNACIONAL ALFREDO VASQUEZ COBO;LETICIA
LLANERA DE AVIACION;TRES DE MAYO;PUERTO ASIS;BENITO SALAS VARGAS;NEIVA
SAER;TRES DE MAYO;PUERTO ASIS;BENITO SALAS VARGAS;NEIVA
SAER;TRES DE MAYO;PUERTO ASIS;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
SAER;TRES DE MAYO;PUERTO ASIS;VANGUARDIA;VILLAVICENCIO
SEARCA S.A.;TRES DE MAYO;PUERTO ASIS;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;TRES DE MAYO;PUERTO ASIS;BENITO SALAS VARGAS;NEIVA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;TRES DE MAYO;PUERTO ASIS;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
EASYFLY S.A;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL MATECANA;PEREIRA
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL RAFAEL NUNEZ;CARTAGENA
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;ANTONIO NARINO;PASTO
AER CARIBE S.A.;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AEROLINEAS LLANERAS ARALL LTDA.;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
AEROLINEAS LLANERAS ARALL LTDA.;VANGUARDIA;VILLAVICENCIO;FABIO ALBERTO LEON BENTLEY;MITU
AEROLINEAS LLANERAS ARALL LTDA.;VANGUARDIA;VILLAVICENCIO;GABRIEL VARGAS SANTOS;TAME
AEROLINEAS LLANERAS ARALL LTDA.;VANGUARDIA;VILLAVICENCIO;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
ALIANSA;VANGUARDIA;VILLAVICENCIO;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA
ALIANSA;VANGUARDIA;VILLAVICENCIO;FABIO ALBERTO LEON BENTLEY;MITU
ALLAS S.A.S;VANGUARDIA;VILLAVICENCIO;SANTIAGO PEREZ QUIROZ;ARAUCA
ARO S.A.S.;VANGUARDIA;VILLAVICENCIO;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA
ARO S.A.S.;VANGUARDIA;VILLAVICENCIO;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
AVIANCA EXPRESS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
AVIANCA EXPRESS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA EXPRESS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA EXPRESS;VANGUARDIA;VILLAVICENCIO;BENITO SALAS VARGAS;NEIVA
AVIANCA EXPRESS;VANGUARDIA;VILLAVICENCIO;GUILLERMO LEON VALENCIA;POPAYAN
AVIANCA EXPRESS;VANGUARDIA;VILLAVICENCIO;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA
AVIANCA EXPRESS;VANGUARDIA;VILLAVICENCIO;PERALES;IBAGUE
AVIANCA EXPRESS;VANGUARDIA;VILLAVICENCIO;YARIGUIES;BARRANCABERMEJA
AVIANLINE CHARTE´S S.A.S.;VANGUARDIA;VILLAVICENCIO;FABIO ALBERTO LEON BENTLEY;MITU
AVIANLINE CHARTE´S S.A.S.;VANGUARDIA;VILLAVICENCIO;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
EASYFLY S.A;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
EASYFLY S.A;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
EASYFLY S.A;VANGUARDIA;VILLAVICENCIO;OLAYA HERRERA;MEDELLIN
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL CAMILO DAZA;CUCUTA
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL ERNESTO CORTISSOZ;BARRANQUILLA
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL LOS GARZONES;MONTERIA
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
FAST COLOMBIA SAS;VANGUARDIA;VILLAVICENCIO;ALFONSO LOPEZ PUMAREJO;VALLEDUPAR
LLANERA DE AVIACION;VANGUARDIA;VILLAVICENCIO;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA
LLANERA DE AVIACION;VANGUARDIA;VILLAVICENCIO;EDUARDO FALLA SOLANO;SAN VICENTE DEL CAGUAN
LLANERA DE AVIACION;VANGUARDIA;VILLAVICENCIO;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
LLANERA DE AVIACION;VANGUARDIA;VILLAVICENCIO;SANTIAGO PEREZ QUIROZ;ARAUCA
LLANERA DE AVIACION;VANGUARDIA;VILLAVICENCIO;YARIGUIES;BARRANCABERMEJA
SAE;VANGUARDIA;VILLAVICENCIO;BENITO SALAS VARGAS;NEIVA
SAE;VANGUARDIA;VILLAVICENCIO;EDUARDO FALLA SOLANO;SAN VICENTE DEL CAGUAN
SAE;VANGUARDIA;VILLAVICENCIO;FABIO ALBERTO LEON BENTLEY;MITU
SAE;VANGUARDIA;VILLAVICENCIO;GERMAN OLANO;PUERTO CARREÑO
SAE;VANGUARDIA;VILLAVICENCIO;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
SAE;VANGUARDIA;VILLAVICENCIO;LA NUBIA;MANIZALES
SAER;VANGUARDIA;VILLAVICENCIO;BENITO SALAS VARGAS;NEIVA
SAER;VANGUARDIA;VILLAVICENCIO;EDUARDO FALLA SOLANO;SAN VICENTE DEL CAGUAN
SAER;VANGUARDIA;VILLAVICENCIO;FABIO ALBERTO LEON BENTLEY;MITU
SAER;VANGUARDIA;VILLAVICENCIO;GABRIEL VARGAS SANTOS;TAME
SAER;VANGUARDIA;VILLAVICENCIO;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
SAER;VANGUARDIA;VILLAVICENCIO;SANTIAGO PEREZ QUIROZ;ARAUCA
SAER;VANGUARDIA;VILLAVICENCIO;TRES DE MAYO;PUERTO ASIS
SAVIARE LTDA;VANGUARDIA;VILLAVICENCIO;GERMAN OLANO;PUERTO CARREÑO
SAVIARE LTDA;VANGUARDIA;VILLAVICENCIO;JORGE ENRIQUE GONZALEZ;SAN JOSE DEL GUAVIARE
SAVIARE LTDA;VANGUARDIA;VILLAVICENCIO;PAZ DE ARIPORO;PAZ DE ARIPORO
SEARCA S.A.;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
SEARCA S.A.;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL JOSE MARIA CORDOVA;RIONEGRO
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;VANGUARDIA;VILLAVICENCIO;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;VANGUARDIA;VILLAVICENCIO;FABIO ALBERTO LEON BENTLEY;MITU
SERVICIO AEREO A TERRITORIOS NACIONALES SATENA;VANGUARDIA;VILLAVICENCIO;GERMAN OLANO;PUERTO CARREÑO
TAC;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL ALFONSO BONILLA ARAGON;CALI
TAC;VANGUARDIA;VILLAVICENCIO;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AEROPACA SAS;YARIGUIES;BARRANCABERMEJA;OLAYA HERRERA;MEDELLIN
AEROSUCRE;YARIGUIES;BARRANCABERMEJA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA EXPRESS;YARIGUIES;BARRANCABERMEJA;AEROPUERTO INTERNACIONAL EL ALCARAVAN;YOPAL
AVIANCA EXPRESS;YARIGUIES;BARRANCABERMEJA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
AVIANCA EXPRESS;YARIGUIES;BARRANCABERMEJA;AEROPUERTO INTERNACIONAL EL EDEN;ARMENIA
AVIANCA EXPRESS;YARIGUIES;BARRANCABERMEJA;BENITO SALAS VARGAS;NEIVA
AVIANCA EXPRESS;YARIGUIES;BARRANCABERMEJA;GUSTAVO ARTUNDUAGA PAREDES;FLORENCIA
AVIANCA EXPRESS;YARIGUIES;BARRANCABERMEJA;LAS BRUJAS;COROZAL
AVIANCA EXPRESS;YARIGUIES;BARRANCABERMEJA;PERALES;IBAGUE
AVIANCA EXPRESS;YARIGUIES;BARRANCABERMEJA;VANGUARDIA;VILLAVICENCIO
EASYFLY S.A;YARIGUIES;BARRANCABERMEJA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
GOOD FLY CO SAS;YARIGUIES;BARRANCABERMEJA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
HELIGOLFO S.A.S;YARIGUIES;BARRANCABERMEJA;OLAYA HERRERA;MEDELLIN
HELISAS S.A.S;YARIGUIES;BARRANCABERMEJA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
LANS S.A.S;YARIGUIES;BARRANCABERMEJA;AEROPUERTO INTERNACIONAL PALONEGRO;BUCARAMANGA
LLANERA DE AVIACION;YARIGUIES;BARRANCABERMEJA;FABIO ALBERTO LEON BENTLEY;MITU
LLANERA DE AVIACION;YARIGUIES;BARRANCABERMEJA;VANGUARDIA;VILLAVICENCIO
SEARCA S.A.;YARIGUIES;BARRANCABERMEJA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
TAC;YARIGUIES;BARRANCABERMEJA;AEROPUERTO INTERNACIONAL SIMON BOLIVAR;SANTA MARTA
TAC;YARIGUIES;BARRANCABERMEJA;AEROPUERTO INTERNACIONAL EL DORADO;BOGOTA
